prediction_date,match_id,match_date,match_number,league,home,away,odds_home,odds_draw,odds_away,home_goals,away_goals,actual_result,actual_result_label,source_type,imported_at
2025-08-24,2033149,2025-08-24,周六022,意大利甲级联赛,热那亚,莱切,1.54,3.32,5.6,0,0,1,平,official_result_market_odds,2026-08-11T21:44:29
2025-08-24,2033150,2025-08-24,周六023,意大利甲级联赛,萨索洛,那不勒斯,5.9,3.85,1.43,0,2,2,负,official_result_market_odds,2026-08-11T21:44:29
2025-08-24,2033152,2025-08-24,周六025,法国甲级联赛,尼斯,欧塞尔,1.6,3.6,4.45,3,1,0,胜,official_result_market_odds,2026-08-11T21:44:29
2025-08-24,2033153,2025-08-24,周六026,葡萄牙超级联赛,葡萄牙国民,里斯本竞技,11.5,6.05,1.14,1,4,2,负,official_result_market_odds,2026-08-11T21:44:29
2025-08-24,2033154,2025-08-24,周六027,西班牙甲级联赛,马德里竞技,埃尔切,1.16,5.5,12.0,1,1,1,平,official_result_market_odds,2026-08-11T21:44:29
2025-08-24,2033155,2025-08-24,周六028,意大利甲级联赛,AC米兰,克雷莫纳,1.25,4.85,8.1,1,2,2,负,official_result_market_odds,2026-08-11T21:44:29
2025-08-24,2033156,2025-08-24,周六029,意大利甲级联赛,罗马,博洛尼亚,1.99,2.9,3.55,1,0,0,胜,official_result_market_odds,2026-08-11T21:44:29
2025-08-24,2033157,2025-08-24,周六030,西班牙甲级联赛,莱万特,巴塞罗那,10.2,6.5,1.14,2,3,2,负,official_result_market_odds,2026-08-11T21:44:29
2025-08-24,2033159,2025-08-24,周六032,美国职业大联盟,纳什维尔,奥兰多城,1.69,3.68,3.77,5,1,0,胜,official_result_market_odds,2026-08-11T21:44:29
2025-08-24,2033160,2025-08-24,周日001,日本乙级联赛,长崎航海,山口雷诺法,1.38,4.25,5.9,1,0,0,胜,official_result_market_odds,2026-08-11T21:44:29
2025-08-24,2033161,2025-08-24,周日002,日本职业联赛,东京FC,京都不死鸟,2.38,3.4,2.41,0,4,2,负,official_result_market_odds,2026-08-11T21:44:29
2025-08-24,2033162,2025-08-24,周日003,韩国职业联赛,浦项制铁,全北现代,3.22,3.16,1.99,3,1,0,胜,official_result_market_odds,2026-08-11T21:44:29
2025-08-24,2033163,2025-08-24,周日004,韩国职业联赛,首尔FC,蔚山现代,2.0,3.18,3.17,3,2,0,胜,official_result_market_odds,2026-08-11T21:44:29
2025-08-24,2033164,2025-08-24,周日005,荷兰甲级联赛,海伦芬,特温特,2.5,3.35,2.32,1,2,2,负,official_result_market_odds,2026-08-11T21:44:29
2025-08-24,2033165,2025-08-24,周日006,瑞典超级联赛,天狼星,哈马比,3.95,3.8,1.63,3,1,0,胜,official_result_market_odds,2026-08-11T21:44:29
2025-08-24,2033166,2025-08-24,周日007,荷兰甲级联赛,乌德勒支,SBV精英,1.3,4.8,6.6,4,1,0,胜,official_result_market_odds,2026-08-11T21:44:29
2025-08-24,2033167,2025-08-24,周日008,英格兰超级联赛,埃弗顿,布赖顿,2.9,3.15,2.14,2,0,0,胜,official_result_market_odds,2026-08-11T21:44:29
2025-08-24,2033168,2025-08-24,周日009,英格兰超级联赛,水晶宫,诺丁汉森林,2.35,3.0,2.7,1,1,1,平,official_result_market_odds,2026-08-11T21:44:29
2025-08-24,2033169,2025-08-24,周日010,法国甲级联赛,洛里昂,雷恩,2.7,3.05,2.32,4,0,0,胜,official_result_market_odds,2026-08-11T21:44:29
2025-08-24,2033170,2025-08-24,周日011,德国甲级联赛,美因茨,科隆,1.85,3.25,3.55,0,1,2,负,official_result_market_odds,2026-08-11T21:44:29
2025-08-24,2033171,2025-08-24,周日012,葡萄牙超级联赛,法马利康,吉维森特,1.63,3.18,5.0,0,0,1,平,official_result_market_odds,2026-08-11T21:44:29
2025-08-24,2033172,2025-08-24,周日013,荷兰甲级联赛,阿贾克斯,赫拉克勒斯,1.11,6.9,12.0,2,0,0,胜,official_result_market_odds,2026-08-11T21:44:29
2025-08-24,2033173,2025-08-24,周日014,西班牙甲级联赛,奥萨苏纳,巴伦西亚,2.1,2.85,3.32,1,0,0,胜,official_result_market_odds,2026-08-11T21:44:29
2025-08-24,2033174,2025-08-24,周日015,法国甲级联赛,斯特拉斯堡,南特,1.59,3.55,4.6,1,0,0,胜,official_result_market_odds,2026-08-11T21:44:29
2025-08-24,2033175,2025-08-24,周日016,英格兰超级联赛,富勒姆,曼彻斯特联,3.4,3.45,1.84,1,1,1,平,official_result_market_odds,2026-08-11T21:44:29
2025-08-24,2033176,2025-08-24,周日017,德国甲级联赛,门兴格拉德巴赫,汉堡,1.65,3.8,3.85,0,0,1,平,official_result_market_odds,2026-08-11T21:44:29
2025-08-25,2033177,2025-08-25,周日018,意大利甲级联赛,卡利亚里,佛罗伦萨,3.55,3.2,1.87,1,1,1,平,official_result_market_odds,2026-08-11T21:44:29
2025-08-25,2033178,2025-08-25,周日019,意大利甲级联赛,科莫,拉齐奥,2.35,3.1,2.62,2,0,0,胜,official_result_market_odds,2026-08-11T21:44:29
2025-08-25,2033179,2025-08-25,周日020,葡萄牙超级联赛,波尔图,卡萨皮亚,1.12,6.05,14.0,4,0,0,胜,official_result_market_odds,2026-08-11T21:44:29
2025-08-25,2033180,2025-08-25,周日021,西班牙甲级联赛,比利亚雷亚尔,赫罗纳,1.34,4.5,6.2,5,0,0,胜,official_result_market_odds,2026-08-11T21:44:29
2025-08-25,2033181,2025-08-25,周日022,西班牙甲级联赛,皇家社会,西班牙人,1.56,3.38,5.2,2,2,1,平,official_result_market_odds,2026-08-11T21:44:29
2025-08-25,2033182,2025-08-25,周日023,意大利甲级联赛,尤文图斯,帕尔马,1.27,4.75,7.6,2,0,0,胜,official_result_market_odds,2026-08-11T21:44:29
2025-08-25,2033183,2025-08-25,周日025,法国甲级联赛,里尔,摩纳哥,3.07,3.38,1.97,1,0,0,胜,official_result_market_odds,2026-08-11T21:44:29
2025-08-25,2033184,2025-08-25,周日026,西班牙甲级联赛,皇家奥维耶多,皇家马德里,9.15,5.55,1.19,0,3,2,负,official_result_market_odds,2026-08-11T21:44:29
2025-08-25,2033195,2025-08-25,周日024,意大利甲级联赛,亚特兰大,比萨,1.28,4.85,7.05,1,1,1,平,official_result_market_odds,2026-08-11T21:44:29
2025-08-26,2033185,2025-08-26,周一001,芬兰超级联赛,赫尔辛基火花,AC奥卢,1.68,3.55,3.96,3,2,0,胜,official_result_market_odds,2026-08-11T21:44:29
2025-08-26,2033186,2025-08-26,周一002,意大利甲级联赛,乌迪内斯,维罗纳,1.69,3.2,4.45,1,1,1,平,official_result_market_odds,2026-08-11T21:44:29
2025-08-26,2033187,2025-08-26,周一003,瑞典超级联赛,哥德堡盖斯,米亚尔比,2.33,3.05,2.7,0,2,2,负,official_result_market_odds,2026-08-11T21:44:29
2025-08-26,2033188,2025-08-26,周一004,挪威超级联赛,萨尔普斯堡,克里斯蒂安松,1.44,4.5,4.7,0,1,2,负,official_result_market_odds,2026-08-11T21:44:29
2025-08-26,2033189,2025-08-26,周一005,西班牙甲级联赛,毕尔巴鄂竞技,巴列卡诺,1.45,3.65,6.05,1,0,0,胜,official_result_market_odds,2026-08-11T21:44:29
2025-08-26,2033190,2025-08-26,周一006,意大利甲级联赛,国际米兰,都灵,1.23,4.9,8.9,5,0,0,胜,official_result_market_odds,2026-08-11T21:44:29
2025-08-26,2033191,2025-08-26,周一007,法国乙级联赛,波城FC,兰斯,3.76,3.5,1.73,2,0,0,胜,official_result_market_odds,2026-08-11T21:44:29
2025-08-26,2033192,2025-08-26,周一008,英格兰超级联赛,纽卡斯尔联,利物浦,2.95,3.65,1.94,2,3,2,负,official_result_market_odds,2026-08-11T21:44:29
2025-08-26,2033193,2025-08-26,周一009,葡萄牙超级联赛,阿马多拉,阿尔维卡,2.18,2.9,3.07,2,2,1,平,official_result_market_odds,2026-08-11T21:44:29
2025-08-26,2033194,2025-08-26,周一010,西班牙甲级联赛,塞维利亚,赫塔费,1.9,2.9,3.9,1,2,2,负,official_result_market_odds,2026-08-11T21:44:29
2025-08-27,2033216,2025-08-27,周二001,欧洲冠军联赛,阿拉木图凯拉特,凯尔特人,5.05,3.85,1.49,0,0,1,平,official_result_market_odds,2026-08-11T21:44:29
2025-08-27,2033217,2025-08-27,周二002,英格兰联赛杯,狼队,西汉姆联,2.23,3.05,2.83,3,2,0,胜,official_result_market_odds,2026-08-11T21:44:29
2025-08-27,2033218,2025-08-27,周二003,英格兰联赛杯,伯恩茅斯,布伦特福德,1.65,3.7,3.95,0,2,2,负,official_result_market_odds,2026-08-11T21:44:29
2025-08-27,2033219,2025-08-27,周二004,英格兰联赛杯,伯恩利,德比郡,1.25,4.4,9.75,2,1,0,胜,official_result_market_odds,2026-08-11T21:44:29
2025-08-27,2033220,2025-08-27,周二005,德国杯,不伦瑞克,斯图加特,9.0,5.65,1.19,3,3,1,平,official_result_market_odds,2026-08-11T21:44:29
2025-08-27,2033221,2025-08-27,周二006,欧洲冠军联赛,格拉茨风暴,博德闪耀,2.3,3.6,2.4,2,1,0,胜,official_result_market_odds,2026-08-11T21:44:29
2025-08-27,2033222,2025-08-27,周二007,欧洲冠军联赛,帕福斯,贝尔格莱德红星,3.56,3.45,1.79,1,1,1,平,official_result_market_odds,2026-08-11T21:44:29
2025-08-27,2033223,2025-08-27,周三001,韩国杯,江原FC,全北现代,3.5,3.25,1.87,1,2,2,负,official_result_market_odds,2026-08-11T21:44:29
2025-08-28,2033224,2025-08-28,周三002,欧罗巴联赛,AEK拉纳卡,布兰,2.3,3.1,2.69,0,4,2,负,official_result_market_odds,2026-08-11T21:44:29
2025-08-28,2033225,2025-08-28,周三003,英格兰联赛杯,牛津联,布赖顿,8.8,5.5,1.2,0,6,2,负,official_result_market_odds,2026-08-11T21:44:29
2025-08-28,2033226,2025-08-28,周三004,英格兰联赛杯,富勒姆,布里斯托尔城,1.26,4.75,8.0,2,0,0,胜,official_result_market_odds,2026-08-11T21:44:29
2025-08-28,2033227,2025-08-28,周三005,欧洲冠军联赛,哥本哈根,巴塞尔,1.43,4.05,5.45,2,0,0,胜,official_result_market_odds,2026-08-11T21:44:29
2025-08-28,2033228,2025-08-28,周三006,欧洲冠军联赛,布鲁日,格拉斯哥流浪者,1.45,4.0,5.26,6,0,0,胜,official_result_market_odds,2026-08-11T21:44:29
2025-08-28,2033229,2025-08-28,周三007,欧洲冠军联赛,本菲卡,费内巴切,1.54,3.55,5.05,1,0,0,胜,official_result_market_odds,2026-08-11T21:44:29
2025-08-28,2033230,2025-08-28,周三008,西班牙甲级联赛,维戈塞尔塔,皇家贝蒂斯,1.96,3.1,3.37,1,1,1,平,official_result_market_odds,2026-08-11T21:44:29
2025-08-28,2033231,2025-08-28,周四001,欧罗巴联赛,库奥皮奥,中日德兰,3.75,3.6,1.71,0,2,2,负,official_result_market_odds,2026-08-11T21:44:29
2025-08-29,2033232,2025-08-29,周四002,欧洲协会联赛,腓特烈斯塔,水晶宫,8.1,4.85,1.25,0,0,1,平,official_result_market_odds,2026-08-11T21:44:29
2025-08-29,2033233,2025-08-29,周四003,欧罗巴联赛,塞萨洛尼基,里耶卡,1.37,3.9,7.0,5,0,0,胜,official_result_market_odds,2026-08-11T21:44:29
2025-08-29,2033234,2025-08-29,周四004,欧罗巴联赛,年轻人,布拉迪斯拉发,1.51,3.95,4.7,3,2,0,胜,official_result_market_odds,2026-08-11T21:44:29
2025-08-29,2033235,2025-08-29,周四005,欧罗巴联赛,乌德勒支,兹林尼斯基,1.25,4.65,8.75,0,0,1,平,official_result_market_odds,2026-08-11T21:44:29
2025-08-29,2033236,2025-08-29,周四006,欧罗巴联赛,布加勒斯特星,阿伯丁,1.45,3.85,5.55,3,0,0,胜,official_result_market_odds,2026-08-11T21:44:29
2025-08-29,2033237,2025-08-29,周四007,欧洲协会联赛,美因茨,罗森博格,1.22,5.4,8.0,4,1,0,胜,official_result_market_odds,2026-08-11T21:44:29
2025-08-30,2033261,2025-08-30,周五001,德国乙级联赛,纽伦堡,帕德博恩,3.21,3.4,1.91,0,0,1,平,official_result_market_odds,2026-08-11T21:44:29
2025-08-30,2033262,2025-08-30,周五002,德国乙级联赛,柏林赫塔,埃尔沃斯堡,2.14,3.35,2.75,0,2,2,负,official_result_market_odds,2026-08-11T21:44:29
2025-08-30,2033263,2025-08-30,周五003,意大利甲级联赛,克雷莫纳,萨索洛,2.4,2.94,2.68,3,2,0,胜,official_result_market_odds,2026-08-11T21:44:29
2025-08-30,2033264,2025-08-30,周五004,西班牙甲级联赛,埃尔切,莱万特,2.08,2.82,3.4,2,0,0,胜,official_result_market_odds,2026-08-11T21:44:29
2025-08-30,2033265,2025-08-30,周五005,法国乙级联赛,圣旺红星,阿纳西,1.7,3.25,4.3,1,0,0,胜,official_result_market_odds,2026-08-11T21:44:29
2025-08-30,2033266,2025-08-30,周五006,荷兰甲级联赛,格罗宁根,赫拉克勒斯,1.43,3.95,5.65,4,0,0,胜,official_result_market_odds,2026-08-11T21:44:29
2025-08-30,2033267,2025-08-30,周五007,荷兰乙级联赛,奥斯,多德勒支,3.1,3.4,1.95,0,3,2,负,official_result_market_odds,2026-08-11T21:44:29
2025-08-30,2033268,2025-08-30,周五008,德国甲级联赛,汉堡,圣保利,2.2,3.05,2.88,0,2,2,负,official_result_market_odds,2026-08-11T21:44:29
2025-08-30,2033269,2025-08-30,周五009,意大利甲级联赛,莱切,AC米兰,6.0,3.72,1.44,0,2,2,负,official_result_market_odds,2026-08-11T21:44:29
2025-08-30,2033270,2025-08-30,周五010,法国甲级联赛,朗斯,布雷斯特,1.61,3.6,4.35,3,1,0,胜,official_result_market_odds,2026-08-11T21:44:29
2025-08-30,2033271,2025-08-30,周五011,英格兰冠军联赛,莱切斯特城,伯明翰,2.1,3.1,3.02,2,0,0,胜,official_result_market_odds,2026-08-11T21:44:29
2025-08-30,2033272,2025-08-30,周五012,葡萄牙超级联赛,吉维森特,摩雷伦斯,2.45,2.66,2.9,2,0,0,胜,official_result_market_odds,2026-08-11T21:44:29
2025-08-30,2033273,2025-08-30,周五013,西班牙甲级联赛,巴伦西亚,赫塔费,2.1,2.75,3.45,3,0,0,胜,official_result_market_odds,2026-08-11T21:44:29
2025-08-30,2033281,2025-08-30,周六001,日本职业联赛,京都不死鸟,冈山绿雉,1.82,3.35,3.55,5,0,0,胜,official_result_market_odds,2026-08-11T21:44:29
2025-08-30,2033282,2025-08-30,周六002,日本职业联赛,神户胜利船,横滨水手,1.34,4.4,6.4,1,0,0,胜,official_result_market_odds,2026-08-11T21:44:29
2025-08-30,2033283,2025-08-30,周六003,日本乙级联赛,千叶市原,甲府风林,1.74,3.25,4.05,2,1,0,胜,official_result_market_odds,2026-08-11T21:44:29
2025-08-30,2033284,2025-08-30,周六004,韩国职业联赛,蔚山现代,全北现代,2.2,3.55,2.55,0,2,2,负,official_result_market_odds,2026-08-11T21:44:29
2025-08-30,2033285,2025-08-30,周六005,韩国职业联赛,大邱FC,水原FC,3.25,3.75,1.8,3,1,0,胜,official_result_market_odds,2026-08-11T21:44:29
2025-08-30,2033286,2025-08-30,周六006,英格兰超级联赛,切尔西,富勒姆,1.52,3.85,4.72,2,0,0,胜,official_result_market_odds,2026-08-11T21:44:29
2025-08-30,2033287,2025-08-30,周六007,英格兰冠军联赛,米德尔斯堡,谢菲尔德联,1.91,3.35,3.25,1,0,0,胜,official_result_market_odds,2026-08-11T21:44:29
2025-08-30,2033288,2025-08-30,周六008,英格兰冠军联赛,斯托克城,西布罗姆维奇,2.4,2.95,2.68,0,1,2,负,official_result_market_odds,2026-08-11T21:44:29
2025-08-30,2033289,2025-08-30,周六009,瑞典超级联赛,IFK哥德堡,韦纳穆,1.29,5.0,6.5,1,0,0,胜,official_result_market_odds,2026-08-11T21:44:29
2025-08-30,2033290,2025-08-30,周六010,瑞典超级联赛,布鲁马波卡纳,埃尔夫斯堡,2.2,3.6,2.52,3,0,0,胜,official_result_market_odds,2026-08-11T21:44:29
2025-08-30,2033291,2025-08-30,周六011,德国甲级联赛,云达不来梅,勒沃库森,3.4,3.57,1.8,3,3,1,平,official_result_market_odds,2026-08-11T21:44:29
2025-08-30,2033292,2025-08-30,周六012,德国甲级联赛,莱比锡红牛,海登海姆,1.31,4.7,6.55,2,0,0,胜,official_result_market_odds,2026-08-11T21:44:29
2025-08-30,2033293,2025-08-30,周六013,德国甲级联赛,斯图加特,门兴格拉德巴赫,1.4,4.65,5.0,1,0,0,胜,official_result_market_odds,2026-08-11T21:44:29
2025-08-30,2033294,2025-08-30,周六014,德国甲级联赛,霍芬海姆,法兰克福,2.71,3.6,2.07,1,3,2,负,official_result_market_odds,2026-08-11T21:44:29
2025-08-30,2033295,2025-08-30,周六015,英格兰超级联赛,桑德兰,布伦特福德,3.0,3.2,2.07,2,1,0,胜,official_result_market_odds,2026-08-11T21:44:29
2025-08-30,2033296,2025-08-30,周六016,英格兰超级联赛,曼彻斯特联,伯恩利,1.26,4.6,8.45,3,2,0,胜,official_result_market_odds,2026-08-11T21:44:29
2025-08-30,2033297,2025-08-30,周六017,英格兰超级联赛,托特纳姆热刺,伯恩茅斯,1.62,3.86,3.95,0,1,2,负,official_result_market_odds,2026-08-11T21:44:29
2025-08-30,2033298,2025-08-30,周六018,英格兰超级联赛,狼队,埃弗顿,3.4,3.0,2.0,2,3,2,负,official_result_market_odds,2026-08-11T21:44:29
2025-08-30,2033299,2025-08-30,周六019,英格兰冠军联赛,沃特福德,南安普敦,2.85,2.94,2.28,2,2,1,平,official_result_market_odds,2026-08-11T21:44:29
2025-08-30,2033300,2025-08-30,周六020,英格兰冠军联赛,布里斯托尔城,赫尔城,1.76,3.28,3.9,4,2,0,胜,official_result_market_odds,2026-08-11T21:44:29
2025-08-30,2033301,2025-08-30,周六021,荷兰甲级联赛,福伦丹,阿贾克斯,8.3,5.7,1.2,1,1,1,平,official_result_market_odds,2026-08-11T21:44:29
2025-08-30,2033302,2025-08-30,周六022,葡萄牙超级联赛,卡萨皮亚,葡萄牙国民,1.99,2.9,3.55,0,2,2,负,official_result_market_odds,2026-08-11T21:44:29
2025-08-30,2033303,2025-08-30,周六023,西班牙甲级联赛,阿拉维斯,马德里竞技,5.65,3.3,1.54,1,1,1,平,official_result_market_odds,2026-08-11T21:44:29
2025-08-30,2033304,2025-08-30,周六024,法国甲级联赛,洛里昂,里尔,3.25,3.4,1.9,1,7,2,负,official_result_market_odds,2026-08-11T21:44:29
2025-08-30,2033305,2025-08-30,周六025,瑞典超级联赛,米亚尔比,哈尔姆斯塔德,1.28,4.85,7.05,1,0,0,胜,official_result_market_odds,2026-08-11T21:44:29
2025-08-31,2033306,2025-08-31,周六026,挪威超级联赛,瓦勒伦加,布莱尼,1.53,3.92,4.53,3,2,0,胜,official_result_market_odds,2026-08-11T21:44:29
2025-08-31,2033307,2025-08-31,周六027,英格兰超级联赛,利兹联,纽卡斯尔联,2.95,3.3,2.05,0,0,1,平,official_result_market_odds,2026-08-11T21:44:29
2025-08-31,2033308,2025-08-31,周六028,德国甲级联赛,奥格斯堡,拜仁慕尼黑,9.75,6.35,1.15,2,3,2,负,official_result_market_odds,2026-08-11T21:44:29
2025-08-31,2033309,2025-08-31,周六029,意大利甲级联赛,博洛尼亚,科莫,2.3,2.94,2.82,1,0,0,胜,official_result_market_odds,2026-08-11T21:44:29
2025-08-31,2033310,2025-08-31,周六030,意大利甲级联赛,帕尔马,亚特兰大,4.6,3.7,1.56,1,1,1,平,official_result_market_odds,2026-08-11T21:44:29
2025-08-31,2033311,2025-08-31,周六031,荷兰甲级联赛,海伦芬,前进之鹰,2.04,3.45,2.86,2,2,1,平,official_result_market_odds,2026-08-11T21:44:29
2025-08-31,2033312,2025-08-31,周六032,西班牙甲级联赛,皇家奥维耶多,皇家社会,3.54,2.9,1.99,1,0,0,胜,official_result_market_odds,2026-08-11T21:44:29
2025-08-31,2033313,2025-08-31,周六033,法国甲级联赛,南特,欧塞尔,2.08,3.0,3.17,1,0,0,胜,official_result_market_odds,2026-08-11T21:44:29
2025-08-31,2033314,2025-08-31,周六034,葡萄牙超级联赛,吉马良斯,阿罗卡,1.53,3.65,5.0,1,1,1,平,official_result_market_odds,2026-08-11T21:44:29
2025-08-31,2033315,2025-08-31,周六035,西班牙甲级联赛,赫罗纳,塞维利亚,2.12,3.1,3.0,0,2,2,负,official_result_market_odds,2026-08-11T21:44:29
2025-08-31,2033316,2025-08-31,周六036,意大利甲级联赛,比萨,罗马,5.2,3.7,1.5,0,1,2,负,official_result_market_odds,2026-08-11T21:44:29
2025-08-31,2033317,2025-08-31,周六037,意大利甲级联赛,那不勒斯,卡利亚里,1.27,4.6,8.0,1,0,0,胜,official_result_market_odds,2026-08-11T21:44:29
2025-08-31,2033318,2025-08-31,周六038,荷兰甲级联赛,SBV精英,特温特,3.8,3.7,1.68,1,0,0,胜,official_result_market_odds,2026-08-11T21:44:29
2025-08-31,2033319,2025-08-31,周六039,法国甲级联赛,图卢兹,巴黎圣日尔曼,8.5,5.4,1.21,3,6,2,负,official_result_market_odds,2026-08-11T21:44:29
2025-08-31,2033320,2025-08-31,周六040,西班牙甲级联赛,皇家马德里,马洛卡,1.09,6.9,15.0,2,1,0,胜,official_result_market_odds,2026-08-11T21:44:29
2025-08-31,2033321,2025-08-31,周六041,葡萄牙超级联赛,里斯本竞技,波尔图,1.83,3.24,3.64,1,2,2,负,official_result_market_odds,2026-08-11T21:44:29
2025-08-31,2033322,2025-08-31,周六042,美国职业大联盟,纳什维尔,亚特兰大联,1.33,4.5,6.45,0,1,2,负,official_result_market_odds,2026-08-11T21:44:29
2025-08-31,2033323,2025-08-31,周日001,日本职业联赛,清水鼓动,鹿岛鹿角,3.1,3.4,1.95,1,1,1,平,official_result_market_odds,2026-08-11T21:44:29
2025-08-31,2033324,2025-08-31,周日002,日本职业联赛,大阪樱花,广岛三箭,3.05,3.65,1.9,1,1,1,平,official_result_market_odds,2026-08-11T21:44:29
2025-08-31,2033325,2025-08-31,周日003,日本职业联赛,川崎前锋,町田泽维亚,2.75,3.35,2.14,5,3,0,胜,official_result_market_odds,2026-08-11T21:44:29
2025-08-31,2033326,2025-08-31,周日004,韩国职业联赛,江原FC,浦项制铁,2.58,2.95,2.48,1,0,0,胜,official_result_market_odds,2026-08-11T21:44:29
2025-08-31,2033327,2025-08-31,周日005,韩国职业联赛,首尔FC,安养FC,1.49,3.75,5.25,1,2,2,负,official_result_market_odds,2026-08-11T21:44:29
2025-08-31,2033328,2025-08-31,周日006,瑞典超级联赛,北雪平,佐加顿斯,4.1,3.8,1.61,0,4,2,负,official_result_market_odds,2026-08-11T21:44:29
2025-08-31,2033329,2025-08-31,周日007,瑞典超级联赛,AIK索尔纳,天狼星,1.62,3.52,4.4,2,1,0,胜,official_result_market_odds,2026-08-11T21:44:29
2025-08-31,2033330,2025-08-31,周日008,荷兰甲级联赛,兹沃勒,乌德勒支,3.19,3.42,1.91,0,2,2,负,official_result_market_odds,2026-08-11T21:44:29
