Date,Home,Away,SourceHome,SourceAway,HG,AG,HTHG,HTAG,MatchScore
2024-10-19,Vasteras SK,Malmo FF,Västerås SK,Malmö FF,1,1,0,1,1.0
2024-10-19,Halmstad,Sirius,Halmstads BK,IK Sirius,3,1,2,0,0.849624060150376
2024-10-19,Elfsborg,Hacken,IF Elfsborg,BK Häcken,1,3,0,1,0.873015873015873
2024-10-06,Sirius,Elfsborg,IK Sirius,IF Elfsborg,4,1,1,1,0.873015873015873
2024-10-06,Norrkoping,Goteborg,IFK Norrköping,IFK Göteborg,0,2,0,1,0.8558352402745995
2024-10-06,Malmo FF,Varnamo,Malmö FF,IFK Värnamo,1,1,0,0,0.9117647058823529
2024-10-06,Djurgarden,Kalmar,Djurgården,Kalmar FF,1,1,0,1,0.9285714285714286
2024-10-06,AIK,Hacken,AIK,BK Häcken,0,2,0,0,0.9285714285714286
2024-10-05,Mjallby,Vasteras SK,Mjällby AIF,Västerås SK,2,1,1,1,0.9117647058823529
2024-10-05,Hammarby,Halmstad,Hammarby IF,Halmstads BK,1,0,0,0,0.8654970760233918
2024-10-05,Brommapojkarna,GAIS,IF Brommapojkarna,GAIS,2,0,0,0,0.9666666666666667
2024-09-29,Varnamo,Djurgarden,IFK Värnamo,Djurgården,1,1,0,0,0.9117647058823529
2024-09-29,Malmo FF,Mjallby,Malmö FF,Mjällby AIF,2,0,2,0,0.9117647058823529
2024-09-29,Kalmar,Elfsborg,Kalmar FF,IF Elfsborg,1,3,1,2,0.873015873015873
2024-09-29,Halmstad,Norrkoping,Halmstads BK,IFK Norrköping,0,0,0,0,0.8558352402745995
2024-09-29,Hacken,Sirius,BK Häcken,IK Sirius,2,0,0,0,0.8571428571428571
2024-09-29,AIK,Hammarby,AIK,Hammarby IF,1,0,0,0,0.9444444444444444
2024-09-22,Varnamo,Vasteras SK,IFK Värnamo,Västerås SK,2,0,2,0,0.9117647058823529
2024-09-22,Malmo FF,Hacken,Malmö FF,BK Häcken,4,0,1,0,0.9285714285714286
2024-09-22,GAIS,Djurgarden,GAIS,Djurgården,3,0,1,0,1.0
2024-09-22,Elfsborg,Hammarby,IF Elfsborg,Hammarby IF,0,0,0,0,0.8888888888888888
2024-09-21,Kalmar,AIK,Kalmar FF,AIK,0,1,0,0,0.9285714285714286
2024-09-21,Brommapojkarna,Mjallby,IF Brommapojkarna,Mjällby AIF,0,0,0,0,0.8784313725490196
2024-09-15,Sirius,Brommapojkarna,IK Sirius,IF Brommapojkarna,3,2,1,1,0.8952380952380952
2024-09-15,Kalmar,Varnamo,Kalmar FF,IFK Värnamo,3,1,1,0,0.8403361344537814
2024-09-15,Halmstad,Elfsborg,Halmstads BK,IF Elfsborg,0,1,0,1,0.8654970760233918
2024-09-15,Hacken,Goteborg,BK Häcken,IFK Göteborg,3,3,1,2,0.849624060150376
2024-09-15,Djurgarden,Mjallby,Djurgården,Mjällby AIF,1,1,1,1,0.9117647058823529
2024-09-15,AIK,Malmo FF,AIK,Malmö FF,0,0,0,0,1.0
2024-09-14,Vasteras SK,GAIS,Västerås SK,GAIS,2,3,0,3,1.0
2024-09-01,Norrkoping,Hacken,IFK Norrköping,BK Häcken,3,3,1,0,0.8633540372670807
2024-09-01,Malmo FF,Djurgarden,Malmö FF,Djurgården,4,0,3,0,1.0
2024-09-01,Goteborg,Hammarby,IFK Göteborg,Hammarby IF,0,1,0,0,0.8654970760233918
2024-09-01,Brommapojkarna,Elfsborg,IF Brommapojkarna,IF Elfsborg,3,3,2,1,0.9111111111111111
2024-08-31,Vasteras SK,Sirius,Västerås SK,IK Sirius,1,2,1,1,0.9285714285714286
2024-08-31,Varnamo,AIK,IFK Värnamo,AIK,0,1,0,1,0.9117647058823529
2024-08-31,Mjallby,Halmstad,Mjällby AIF,Halmstads BK,3,1,3,1,0.8328173374613003
2024-08-31,GAIS,Kalmar,GAIS,Kalmar FF,1,1,1,1,0.9285714285714286
2024-08-25,Sirius,Djurgarden,IK Sirius,Djurgården,0,1,0,0,0.9285714285714286
2024-08-25,Hacken,Varnamo,BK Häcken,IFK Värnamo,1,1,1,0,0.8403361344537814
2024-08-25,Elfsborg,Goteborg,IF Elfsborg,IFK Göteborg,3,1,1,0,0.8654970760233918
2024-08-25,AIK,Brommapojkarna,AIK,IF Brommapojkarna,2,1,2,1,0.9666666666666667
2024-08-24,Kalmar,Malmo FF,Kalmar FF,Malmö FF,2,2,0,1,0.9285714285714286
2024-08-18,Mjallby,Elfsborg,Mjällby AIF,IF Elfsborg,1,1,1,1,0.8562091503267973
2024-08-18,GAIS,Halmstad,GAIS,Halmstads BK,3,1,2,0,0.9210526315789473
2024-08-18,Djurgarden,AIK,Djurgården,AIK,0,2,0,1,1.0
2024-08-18,Brommapojkarna,Hacken,IF Brommapojkarna,BK Häcken,1,3,0,1,0.8952380952380952
2024-08-17,Vasteras SK,Kalmar,Västerås SK,Kalmar FF,2,1,0,1,0.9285714285714286
2024-08-17,Varnamo,Hammarby,IFK Värnamo,Hammarby IF,0,3,0,1,0.8562091503267973
2024-08-17,Malmo FF,Norrkoping,Malmö FF,IFK Norrköping,2,1,1,1,0.9347826086956521
2024-08-17,Goteborg,Sirius,IFK Göteborg,IK Sirius,1,1,0,0,0.849624060150376
2024-08-11,Sirius,Kalmar,IK Sirius,Kalmar FF,3,1,0,0,0.8571428571428571
2024-08-11,Elfsborg,GAIS,IF Elfsborg,GAIS,2,1,2,1,0.9444444444444444
2024-08-11,AIK,Mjallby,AIK,Mjällby AIF,1,0,0,0,0.9117647058823529
2024-08-10,Norrkoping,Vasteras SK,IFK Norrköping,Västerås SK,2,1,0,0,0.9347826086956521
2024-08-10,Halmstad,Malmo FF,Halmstads BK,Malmö FF,0,1,0,1,0.9210526315789473
2024-08-10,Goteborg,Varnamo,IFK Göteborg,IFK Värnamo,0,0,0,0,0.8328173374613003
2024-08-04,Varnamo,Sirius,IFK Värnamo,IK Sirius,2,4,0,2,0.8403361344537814
2024-08-04,Kalmar,Hammarby,Kalmar FF,Hammarby IF,1,4,0,1,0.873015873015873
2024-08-04,Djurgarden,Goteborg,Djurgården,IFK Göteborg,1,1,0,0,0.9210526315789473
2024-08-03,Vasteras SK,AIK,Västerås SK,AIK,1,2,1,2,1.0
2024-08-03,GAIS,Norrkoping,GAIS,IFK Norrköping,0,1,0,0,0.9347826086956521
2024-08-03,Brommapojkarna,Halmstad,IF Brommapojkarna,Halmstads BK,4,1,3,1,0.887719298245614
2024-07-28,Hammarby,Mjallby,Hammarby IF,Mjällby AIF,3,0,0,0,0.8562091503267973
2024-07-28,Hacken,Vasteras SK,BK Häcken,Västerås SK,4,0,2,0,0.9285714285714286
2024-07-28,Elfsborg,Djurgarden,IF Elfsborg,Djurgården,1,2,1,1,0.9444444444444444
2024-07-27,Norrkoping,Kalmar,IFK Norrköping,Kalmar FF,2,0,1,0,0.8633540372670807
2024-07-27,Malmo FF,Sirius,Malmö FF,IK Sirius,0,1,0,0,0.9285714285714286
2024-07-27,Goteborg,Brommapojkarna,IFK Göteborg,IF Brommapojkarna,3,4,1,1,0.887719298245614
2024-07-21,Norrkoping,Halmstad,IFK Norrköping,Halmstads BK,1,0,1,0,0.8558352402745995
2024-07-21,Goteborg,Vasteras SK,IFK Göteborg,Västerås SK,1,1,0,0,0.9210526315789473
2024-07-21,Elfsborg,Mjallby,IF Elfsborg,Mjällby AIF,3,1,2,1,0.8562091503267973
2024-07-20,Varnamo,Hacken,IFK Värnamo,BK Häcken,2,2,0,2,0.8403361344537814
2024-07-20,Kalmar,Djurgarden,Kalmar FF,Djurgården,2,1,1,1,0.9285714285714286
2024-07-20,Brommapojkarna,Hammarby,IF Brommapojkarna,Hammarby IF,0,2,0,0,0.9111111111111111
2024-07-14,Vasteras SK,Norrkoping,Västerås SK,IFK Norrköping,2,1,0,0,0.9347826086956521
2024-07-14,Kalmar,Brommapojkarna,Kalmar FF,IF Brommapojkarna,0,1,0,0,0.8952380952380952
2024-07-14,Hacken,Elfsborg,BK Häcken,IF Elfsborg,3,5,2,1,0.873015873015873
2024-07-14,Djurgarden,Varnamo,Djurgården,IFK Värnamo,1,0,1,0,0.9117647058823529
2024-07-13,Sirius,GAIS,IK Sirius,GAIS,3,1,1,0,0.9285714285714286
2024-07-13,Mjallby,Malmo FF,Mjällby AIF,Malmö FF,2,1,1,0,0.9117647058823529
2024-07-07,Varnamo,Goteborg,IFK Värnamo,IFK Göteborg,2,0,0,0,0.8328173374613003
2024-07-07,Malmo FF,Halmstad,Malmö FF,Halmstads BK,5,1,2,1,0.9210526315789473
2024-07-07,GAIS,Hammarby,GAIS,Hammarby IF,0,0,0,0,0.9444444444444444
2024-07-07,AIK,Kalmar,AIK,Kalmar FF,1,2,0,1,0.9285714285714286
2024-07-06,Elfsborg,Brommapojkarna,IF Elfsborg,IF Brommapojkarna,3,0,1,0,0.9111111111111111
2024-06-02,Varnamo,Mjallby,IFK Värnamo,Mjällby AIF,1,2,0,1,0.8235294117647058
2024-06-02,Kalmar,Vasteras SK,Kalmar FF,Västerås SK,0,4,0,1,0.9285714285714286
2024-06-02,Hacken,AIK,BK Häcken,AIK,4,1,2,0,0.9285714285714286
2024-06-02,Djurgarden,Hammarby,Djurgården,Hammarby IF,0,3,0,2,0.9444444444444444
2024-06-01,Sirius,Norrkoping,IK Sirius,IFK Norrköping,5,1,3,0,0.8633540372670807
2024-06-01,Halmstad,GAIS,Halmstads BK,GAIS,4,0,2,0,0.9210526315789473
2024-06-01,Goteborg,Elfsborg,IFK Göteborg,IF Elfsborg,1,0,1,0,0.8654970760233918
2024-06-01,Brommapojkarna,Malmo FF,IF Brommapojkarna,Malmö FF,2,2,1,1,0.9666666666666667
2024-05-26,Vasteras SK,Brommapojkarna,Västerås SK,IF Brommapojkarna,1,1,1,1,0.9666666666666667
2024-05-26,Hammarby,Sirius,Hammarby IF,IK Sirius,3,0,1,0,0.873015873015873
2024-05-25,Mjallby,Djurgarden,Mjällby AIF,Djurgården,1,3,0,2,0.9117647058823529
2024-05-25,GAIS,Hacken,GAIS,BK Häcken,3,0,2,0,0.9285714285714286
2024-05-19,Varnamo,Kalmar,IFK Värnamo,Kalmar FF,0,2,0,2,0.8403361344537814
2024-05-19,Hammarby,AIK,Hammarby IF,AIK,2,1,0,0,0.9444444444444444
2024-05-19,GAIS,Elfsborg,GAIS,IF Elfsborg,2,1,2,1,0.9444444444444444
2024-05-19,Brommapojkarna,Norrkoping,IF Brommapojkarna,IFK Norrköping,2,1,2,1,0.9014492753623189
2024-05-12,Varnamo,Brommapojkarna,IFK Värnamo,IF Brommapojkarna,1,1,1,0,0.8784313725490196
2024-05-12,Norrkoping,Hammarby,IFK Norrköping,Hammarby IF,1,2,1,1,0.8792270531400965
2024-05-12,Hacken,Kalmar,BK Häcken,Kalmar FF,3,1,1,1,0.8571428571428571
2024-05-12,Djurgarden,Elfsborg,Djurgården,IF Elfsborg,2,0,0,0,0.9444444444444444
2024-05-11,Halmstad,Mjallby,Halmstads BK,Mjällby AIF,1,3,0,3,0.8328173374613003
2024-05-11,GAIS,Vasteras SK,GAIS,Västerås SK,2,0,2,0,1.0
2024-05-11,AIK,Sirius,AIK,IK Sirius,1,3,0,1,0.9285714285714286
2024-05-05,Vasteras SK,Djurgarden,Västerås SK,Djurgården,0,2,0,1,1.0
2024-05-05,Hammarby,Varnamo,Hammarby IF,IFK Värnamo,1,2,0,0,0.8562091503267973
2024-05-05,Elfsborg,Malmo FF,IF Elfsborg,Malmö FF,3,1,1,0,0.9444444444444444
2024-05-05,AIK,Norrkoping,AIK,IFK Norrköping,6,2,3,0,0.9347826086956521
2024-05-04,Sirius,Hacken,IK Sirius,BK Häcken,0,3,0,3,0.8571428571428571
2024-05-04,Mjallby,Brommapojkarna,Mjällby AIF,IF Brommapojkarna,1,1,1,0,0.8784313725490196
2024-05-04,Kalmar,Halmstad,Kalmar FF,Halmstads BK,5,2,1,2,0.849624060150376
2024-04-28,Varnamo,Halmstad,IFK Värnamo,Halmstads BK,1,3,0,3,0.8328173374613003
2024-04-28,Malmo FF,AIK,Malmö FF,AIK,5,0,3,0,1.0
2024-04-28,Hacken,Norrkoping,BK Häcken,IFK Norrköping,1,2,0,1,0.8633540372670807
2024-04-28,Djurgarden,GAIS,Djurgården,GAIS,1,0,0,0,1.0
2024-04-21,Halmstad,Brommapojkarna,Halmstads BK,IF Brommapojkarna,0,2,0,1,0.887719298245614
2024-04-21,Hacken,Hammarby,BK Häcken,Hammarby IF,2,1,0,1,0.873015873015873
2024-04-21,GAIS,Mjallby,GAIS,Mjällby AIF,2,1,0,0,0.9117647058823529
2024-04-21,AIK,Djurgarden,AIK,Djurgården,2,0,0,0,1.0
2024-04-20,Sirius,Varnamo,IK Sirius,IFK Värnamo,0,1,0,1,0.8403361344537814
2024-04-20,Malmo FF,Vasteras SK,Malmö FF,Västerås SK,1,0,0,0,1.0
2024-04-20,Goteborg,Norrkoping,IFK Göteborg,IFK Norrköping,1,1,1,1,0.8558352402745995
2024-04-14,Norrkoping,GAIS,IFK Norrköping,GAIS,1,0,0,0,0.9347826086956521
2024-04-14,Kalmar,Goteborg,Kalmar FF,IFK Göteborg,0,1,0,0,0.849624060150376
2024-04-14,Djurgarden,Sirius,Djurgården,IK Sirius,2,0,1,0,0.9285714285714286
2024-04-13,Vasteras SK,Halmstad,Västerås SK,Halmstads BK,0,1,0,1,0.9210526315789473
2024-04-13,Mjallby,AIK,Mjällby AIF,AIK,1,1,0,0,0.9117647058823529
2024-04-07,Vasteras SK,Elfsborg,Västerås SK,IF Elfsborg,0,1,0,0,0.9444444444444444
2024-04-07,Malmo FF,Hammarby,Malmö FF,Hammarby IF,2,0,1,0,0.9444444444444444
2024-04-07,Halmstad,Goteborg,Halmstads BK,IFK Göteborg,1,0,1,0,0.8421052631578947
2024-04-06,Mjallby,Norrkoping,Mjällby AIF,IFK Norrköping,3,0,2,0,0.8465473145780051
2024-04-06,Brommapojkarna,AIK,IF Brommapojkarna,AIK,2,2,1,0,0.9666666666666667
2024-04-01,Sirius,Halmstad,IK Sirius,Halmstads BK,3,0,1,0,0.849624060150376
2024-04-01,Goteborg,Djurgarden,IFK Göteborg,Djurgården,1,4,0,2,0.9210526315789473
2024-04-01,Elfsborg,Varnamo,IF Elfsborg,IFK Värnamo,2,2,2,1,0.8562091503267973
2024-04-01,AIK,Vasteras SK,AIK,Västerås SK,1,0,0,0,1.0
2024-03-31,Hammarby,Kalmar,Hammarby IF,Kalmar FF,3,1,2,1,0.873015873015873
2024-03-31,Hacken,Mjallby,BK Häcken,Mjällby AIF,0,1,0,0,0.8403361344537814
2024-03-31,GAIS,Brommapojkarna,GAIS,IF Brommapojkarna,0,4,0,2,0.9666666666666667
2024-03-30,Norrkoping,Malmo FF,IFK Norrköping,Malmö FF,1,5,0,3,0.9347826086956521
2023-11-12,Varberg,Goteborg,Varbergs BoIS FC,IFK Göteborg,1,2,0,0,0.7543859649122806
2023-11-12,Sirius,Norrkoping,IK Sirius,IFK Norrköping,2,0,0,0,0.8633540372670807
2023-11-12,Malmo FF,Elfsborg,Malmö FF,IF Elfsborg,1,0,0,0,0.9444444444444444
2023-11-12,Kalmar,Djurgarden,Kalmar FF,Djurgården,2,1,0,0,0.9285714285714286
2023-11-12,Hammarby,Halmstad,Hammarby IF,Halmstads BK,2,2,1,1,0.8654970760233918
2023-11-12,Degerfors,Mjallby,Degerfors IF,Mjällby AIF,1,2,0,0,0.861764705882353
2023-11-12,Brommapojkarna,Hacken,IF Brommapojkarna,BK Häcken,2,1,0,1,0.8952380952380952
2023-11-12,AIK,Varnamo,AIK,IFK Värnamo,3,1,3,0,0.9117647058823529
2023-11-05,Halmstad,Kalmar,Halmstads BK,Kalmar FF,3,0,1,0,0.849624060150376
2023-11-05,Hacken,Malmo FF,BK Häcken,Malmö FF,4,2,1,1,0.9285714285714286
2023-11-04,Varnamo,Hammarby,IFK Värnamo,Hammarby IF,0,0,0,0,0.8562091503267973
2023-10-29,Norrkoping,Malmo FF,IFK Norrköping,Malmö FF,0,1,0,0,0.9347826086956521
2023-10-29,Mjallby,Hacken,Mjällby AIF,BK Häcken,2,1,0,0,0.8403361344537814
2023-10-29,Kalmar,Varnamo,Kalmar FF,IFK Värnamo,1,3,0,1,0.8403361344537814
2023-10-28,Varberg,Degerfors,Varbergs BoIS FC,Degerfors IF,1,1,1,1,0.7833333333333333
2023-10-28,Brommapojkarna,Djurgarden,IF Brommapojkarna,Djurgården,1,2,0,1,0.9666666666666667
2023-10-22,Malmo FF,Varberg,Malmö FF,Varbergs BoIS FC,5,0,1,0,0.8333333333333333
2023-10-22,Halmstad,Mjallby,Halmstads BK,Mjällby AIF,1,1,1,0,0.8328173374613003
2023-10-22,Hacken,Norrkoping,BK Häcken,IFK Norrköping,4,1,2,1,0.8633540372670807
2023-10-22,Djurgarden,Hammarby,Djurgården,Hammarby IF,0,0,0,0,0.9444444444444444
2023-10-21,Sirius,Brommapojkarna,IK Sirius,IF Brommapojkarna,3,2,1,1,0.8952380952380952
2023-10-21,Degerfors,Kalmar,Degerfors IF,Kalmar FF,1,3,0,3,0.8785714285714286
2023-10-08,Varnamo,Norrkoping,IFK Värnamo,IFK Norrköping,2,1,0,1,0.8465473145780051
2023-10-08,Varberg,Djurgarden,Varbergs BoIS FC,Djurgården,0,1,0,0,0.8333333333333333
2023-10-08,Kalmar,Malmo FF,Kalmar FF,Malmö FF,1,0,0,0,0.9285714285714286
2023-10-08,Hammarby,Hacken,Hammarby IF,BK Häcken,2,2,1,0,0.873015873015873
2023-10-08,Brommapojkarna,Elfsborg,IF Brommapojkarna,IF Elfsborg,0,3,0,0,0.9111111111111111
2023-10-07,Halmstad,Degerfors,Halmstads BK,Degerfors IF,0,0,0,0,0.8710526315789473
2023-10-07,Goteborg,Sirius,IFK Göteborg,IK Sirius,0,1,0,0,0.849624060150376
2023-10-07,AIK,Mjallby,AIK,Mjällby AIF,1,0,1,0,0.9117647058823529
2023-10-01,Sirius,Degerfors,IK Sirius,Degerfors IF,3,2,0,1,0.8785714285714286
2023-10-01,Mjallby,Varnamo,Mjällby AIF,IFK Värnamo,2,3,2,1,0.8235294117647058
2023-10-01,Hammarby,Goteborg,Hammarby IF,IFK Göteborg,1,1,0,0,0.8654970760233918
2023-10-01,Hacken,AIK,BK Häcken,AIK,2,0,0,0,0.9285714285714286
2023-09-30,Norrkoping,Kalmar,IFK Norrköping,Kalmar FF,1,0,1,0,0.8633540372670807
2023-09-30,Djurgarden,Halmstad,Djurgården,Halmstads BK,1,0,0,0,0.9210526315789473
2023-09-24,Varberg,Hammarby,Varbergs BoIS FC,Hammarby IF,0,1,0,0,0.7777777777777777
2023-09-24,Mjallby,Goteborg,Mjällby AIF,IFK Göteborg,0,1,0,0,0.8328173374613003
2023-09-24,Kalmar,Hacken,Kalmar FF,BK Häcken,1,0,1,0,0.8571428571428571
2023-09-24,AIK,Djurgarden,AIK,Djurgården,2,0,0,0,1.0
2023-09-23,Degerfors,Malmo FF,Degerfors IF,Malmö FF,1,2,0,1,0.95
2023-09-23,Brommapojkarna,Norrkoping,IF Brommapojkarna,IFK Norrköping,2,2,0,2,0.9014492753623189
2023-09-17,Hammarby,Malmo FF,Hammarby IF,Malmö FF,1,3,0,2,0.9444444444444444
2023-09-17,Hacken,Halmstad,BK Häcken,Halmstads BK,3,2,1,0,0.849624060150376
2023-09-17,Elfsborg,Kalmar,IF Elfsborg,Kalmar FF,0,3,0,3,0.873015873015873
2023-09-16,Sirius,Varberg,IK Sirius,Varbergs BoIS FC,7,0,5,0,0.7619047619047619
2023-09-16,Goteborg,Brommapojkarna,IFK Göteborg,IF Brommapojkarna,1,0,0,0,0.887719298245614
2023-09-16,Djurgarden,Varnamo,Djurgården,IFK Värnamo,1,2,0,1,0.9117647058823529
2023-09-03,Varberg,Brommapojkarna,Varbergs BoIS FC,IF Brommapojkarna,4,3,2,1,0.8
2023-09-03,Norrkoping,Djurgarden,IFK Norrköping,Djurgården,0,2,0,0,0.9347826086956521
2023-09-03,Malmo FF,Goteborg,Malmö FF,IFK Göteborg,2,2,0,2,0.9210526315789473
2023-09-03,Kalmar,Mjallby,Kalmar FF,Mjällby AIF,0,2,0,2,0.8403361344537814
2023-09-03,Hammarby,AIK,Hammarby IF,AIK,4,2,1,1,0.9444444444444444
2023-09-03,Degerfors,Hacken,Degerfors IF,BK Häcken,1,0,0,0,0.8785714285714286
2023-09-02,Varnamo,Elfsborg,IFK Värnamo,IF Elfsborg,1,0,1,0,0.8562091503267973
2023-09-02,Halmstad,Sirius,Halmstads BK,IK Sirius,2,1,2,0,0.849624060150376
2023-08-27,Varnamo,Halmstad,IFK Värnamo,Halmstads BK,0,0,0,0,0.8328173374613003
2023-08-27,Mjallby,Hammarby,Mjällby AIF,Hammarby IF,0,3,0,0,0.8562091503267973
2023-08-27,Goteborg,Hacken,IFK Göteborg,BK Häcken,4,2,3,0,0.849624060150376
2023-08-27,Djurgarden,Degerfors,Djurgården,Degerfors IF,4,1,3,1,0.95
2023-08-27,Brommapojkarna,Kalmar,IF Brommapojkarna,Kalmar FF,2,3,0,3,0.8952380952380952
2023-08-20,Malmo FF,Djurgarden,Malmö FF,Djurgården,0,0,0,0,1.0
2023-08-20,Kalmar,Hammarby,Kalmar FF,Hammarby IF,0,0,0,0,0.873015873015873
2023-08-20,Hacken,Sirius,BK Häcken,IK Sirius,3,2,1,1,0.8571428571428571
2023-08-20,Elfsborg,Mjallby,IF Elfsborg,Mjällby AIF,2,0,2,0,0.8562091503267973
2023-08-19,Varberg,Varnamo,Varbergs BoIS FC,IFK Värnamo,0,3,0,2,0.7450980392156863
2023-08-19,Degerfors,Goteborg,Degerfors IF,IFK Göteborg,1,2,0,0,0.8710526315789473
2023-08-19,Brommapojkarna,Halmstad,IF Brommapojkarna,Halmstads BK,3,1,3,1,0.887719298245614
2023-08-13,Sirius,Kalmar,IK Sirius,Kalmar FF,3,0,3,0,0.8571428571428571
2023-08-13,Hammarby,Elfsborg,Hammarby IF,IF Elfsborg,1,0,1,0,0.8888888888888888
2023-08-13,Halmstad,Norrkoping,Halmstads BK,IFK Norrköping,1,3,1,2,0.8558352402745995
2023-08-13,Hacken,Varberg,BK Häcken,Varbergs BoIS FC,2,0,1,0,0.7619047619047619
2023-08-13,Goteborg,Djurgarden,IFK Göteborg,Djurgården,2,1,0,1,0.9210526315789473
2023-08-12,AIK,Brommapojkarna,AIK,IF Brommapojkarna,2,2,1,1,0.9666666666666667
2023-08-06,Kalmar,AIK,Kalmar FF,AIK,1,1,1,0,0.9285714285714286
2023-08-06,Elfsborg,Sirius,IF Elfsborg,IK Sirius,1,0,0,0,0.873015873015873
2023-08-05,Brommapojkarna,Varnamo,IF Brommapojkarna,IFK Värnamo,0,2,0,1,0.8784313725490196
2023-07-30,Mjallby,Djurgarden,Mjällby AIF,Djurgården,0,1,0,1,0.9117647058823529
2023-07-30,Hammarby,Norrkoping,Hammarby IF,IFK Norrköping,2,1,0,0,0.8792270531400965
2023-07-30,Goteborg,Kalmar,IFK Göteborg,Kalmar FF,2,0,1,0,0.849624060150376
2023-07-29,Hacken,Elfsborg,BK Häcken,IF Elfsborg,3,1,1,1,0.873015873015873
2023-07-29,Degerfors,Brommapojkarna,Degerfors IF,IF Brommapojkarna,2,0,0,0,0.9166666666666667
2023-07-23,Norrkoping,Degerfors,IFK Norrköping,Degerfors IF,1,0,0,0,0.8847826086956522
2023-07-23,Kalmar,Varberg,Kalmar FF,Varbergs BoIS FC,1,0,0,0,0.7619047619047619
2023-07-23,Goteborg,Halmstad,IFK Göteborg,Halmstads BK,0,0,0,0,0.8421052631578947
2023-07-23,AIK,Malmo FF,AIK,Malmö FF,0,0,0,0,1.0
2023-07-22,Varnamo,Hacken,IFK Värnamo,BK Häcken,1,0,0,0,0.8403361344537814
2023-07-22,Djurgarden,Elfsborg,Djurgården,IF Elfsborg,0,4,0,3,0.9444444444444444
2023-07-16,Mjallby,Norrkoping,Mjällby AIF,IFK Norrköping,1,2,0,1,0.8465473145780051
2023-07-16,Hammarby,Kalmar,Hammarby IF,Kalmar FF,3,1,2,0,0.873015873015873
2023-07-16,Elfsborg,Goteborg,IF Elfsborg,IFK Göteborg,1,1,0,1,0.8654970760233918
2023-07-15,Halmstad,Varnamo,Halmstads BK,IFK Värnamo,2,2,1,2,0.8328173374613003
2023-07-15,Hacken,Brommapojkarna,BK Häcken,IF Brommapojkarna,4,2,1,0,0.8952380952380952
2023-07-15,Degerfors,Sirius,Degerfors IF,IK Sirius,0,3,0,2,0.8785714285714286
2023-07-09,Sirius,Hammarby,IK Sirius,Hammarby IF,1,2,1,1,0.873015873015873
2023-07-09,Malmo FF,Mjallby,Malmö FF,Mjällby AIF,1,2,0,2,0.9117647058823529
2023-07-09,Kalmar,Elfsborg,Kalmar FF,IF Elfsborg,0,4,0,1,0.873015873015873
2023-07-08,Varnamo,Djurgarden,IFK Värnamo,Djurgården,1,2,1,0,0.9117647058823529
2023-07-08,Brommapojkarna,Degerfors,IF Brommapojkarna,Degerfors IF,1,2,1,0,0.9166666666666667
2023-07-08,AIK,Hacken,AIK,BK Häcken,1,2,1,0,0.9285714285714286
2023-07-02,Norrkoping,Hacken,IFK Norrköping,BK Häcken,2,2,1,1,0.8633540372670807
2023-07-02,Halmstad,Goteborg,Halmstads BK,IFK Göteborg,0,0,0,0,0.8421052631578947
2023-07-02,Djurgarden,Varberg,Djurgården,Varbergs BoIS FC,2,0,1,0,0.8333333333333333
2023-07-01,Malmo FF,Sirius,Malmö FF,IK Sirius,3,0,1,0,0.9285714285714286
2023-07-01,Degerfors,Varnamo,Degerfors IF,IFK Värnamo,0,2,0,1,0.861764705882353
2023-07-01,Brommapojkarna,AIK,IF Brommapojkarna,AIK,0,2,0,2,0.9666666666666667
2023-06-11,Sirius,Goteborg,IK Sirius,IFK Göteborg,2,0,1,0,0.849624060150376
2023-06-11,Hacken,Mjallby,BK Häcken,Mjällby AIF,3,0,2,0,0.8403361344537814
2023-06-11,Djurgarden,Norrkoping,Djurgården,IFK Norrköping,2,2,1,2,0.9347826086956521
2023-06-11,AIK,Elfsborg,AIK,IF Elfsborg,1,2,0,2,0.9444444444444444
2023-06-10,Varnamo,Malmo FF,IFK Värnamo,Malmö FF,1,3,1,1,0.9117647058823529
2023-06-10,Varberg,Halmstad,Varbergs BoIS FC,Halmstads BK,1,2,0,0,0.7543859649122806
2023-06-10,Kalmar,Degerfors,Kalmar FF,Degerfors IF,2,1,2,1,0.8785714285714286
2023-06-04,Sirius,Varnamo,IK Sirius,IFK Värnamo,2,0,2,0,0.8403361344537814
2023-06-04,Halmstad,Hammarby,Halmstads BK,Hammarby IF,0,0,0,0,0.8654970760233918
2023-06-04,Elfsborg,Djurgarden,IF Elfsborg,Djurgården,1,1,0,0,0.9444444444444444
2023-06-04,AIK,Kalmar,AIK,Kalmar FF,1,1,0,0,0.9285714285714286
2023-06-03,Norrkoping,Brommapojkarna,IFK Norrköping,IF Brommapojkarna,0,2,0,0,0.9014492753623189
2023-06-03,Goteborg,Mjallby,IFK Göteborg,Mjällby AIF,0,1,0,0,0.8328173374613003
2023-05-28,Kalmar,Norrkoping,Kalmar FF,IFK Norrköping,2,1,0,0,0.8633540372670807
2023-05-28,Elfsborg,Malmo FF,IF Elfsborg,Malmö FF,3,0,2,0,0.9444444444444444
2023-05-28,Djurgarden,AIK,Djurgården,AIK,1,0,0,0,1.0
2023-05-27,Mjallby,Halmstad,Mjällby AIF,Halmstads BK,0,2,0,0,0.8328173374613003
2023-05-27,Brommapojkarna,Sirius,IF Brommapojkarna,IK Sirius,1,2,1,1,0.8952380952380952
