Date,Home,Away,SourceHome,SourceAway,HG,AG,HTHG,HTAG,MatchScore
2014-05-11,AIK,Mjallby,AIK,Mjallby,2,1,1,1,1.0
2014-05-10,Kalmar,Norrkoping,Kalmar FF,IFK Norrköping,2,0,0,0,0.8633540372670807
2014-05-04,Malmo FF,Hacken,Malmö FF,BK Häcken,1,2,0,2,0.9285714285714286
2014-05-04,Kalmar,Orebro,Kalmar FF,Orebro SK,2,0,1,0,0.8571428571428571
2014-05-04,Goteborg,Elfsborg,IFK Göteborg,IF Elfsborg,0,0,0,0,0.8654970760233918
2014-05-04,Atvidabergs,Djurgarden,Atvidabergs FF,Djurgården,1,1,1,1,0.9583333333333333
2014-05-03,Mjallby,Halmstad,Mjallby,Halmstad,2,1,1,0,1.0
2014-05-03,Brommapojkarna,Norrkoping,IF Brommapojkarna,IFK Norrköping,3,0,1,0,0.9014492753623189
2014-04-27,Helsingborg,Mjallby,Helsingborg,Mjallby,3,1,0,0,1.0
2014-04-27,Hacken,AIK,BK Häcken,AIK,2,2,0,1,0.9285714285714286
2014-04-27,Djurgarden,Brommapojkarna,Djurgården,IF Brommapojkarna,3,2,2,0,0.9666666666666667
2014-04-21,Malmo FF,Djurgarden,Malmö FF,Djurgården,2,2,1,1,1.0
2014-04-21,Falkenbergs,Elfsborg,Falkenbergs FF,IF Elfsborg,2,3,2,1,0.9027777777777777
2014-04-21,Brommapojkarna,Orebro,IF Brommapojkarna,Orebro SK,2,2,0,1,0.8952380952380952
2014-04-21,Atvidabergs,Gefle,Atvidabergs FF,Gefle IF,2,2,1,1,0.875
2014-04-20,Mjallby,Hacken,Mjallby,BK Häcken,1,4,0,3,0.9285714285714286
2014-04-20,Kalmar,Goteborg,Kalmar FF,IFK Göteborg,1,1,0,0,0.849624060150376
2014-04-20,Halmstad,Helsingborg,Halmstad,Helsingborg,2,1,1,1,1.0
2014-04-20,AIK,Norrkoping,AIK,IFK Norrköping,1,2,0,2,0.9347826086956521
2014-04-13,Helsingborg,Hacken,Helsingborg,BK Häcken,4,2,1,2,0.9285714285714286
2014-04-13,Halmstad,Norrkoping,Halmstad,IFK Norrköping,0,0,0,0,0.9347826086956521
2014-04-13,AIK,Orebro,AIK,Orebro SK,1,1,1,0,0.9285714285714286
2014-04-12,Malmo FF,Gefle,Malmö FF,Gefle IF,1,0,0,0,0.9166666666666667
2014-04-12,Atvidabergs,Falkenbergs,Atvidabergs FF,Falkenbergs FF,2,0,0,0,0.9166666666666666
2014-04-06,Norrkoping,Helsingborg,IFK Norrköping,Helsingborg,2,0,0,0,0.9347826086956521
2014-04-06,Gefle,AIK,Gefle IF,AIK,1,2,0,0,0.9166666666666667
2014-04-06,Djurgarden,Halmstad,Djurgården,Halmstad,3,0,1,0,1.0
2014-04-05,Falkenbergs,Brommapojkarna,Falkenbergs FF,IF Brommapojkarna,1,0,1,0,0.925
2013-10-27,Mjallby,Goteborg,Mjallby,IFK Göteborg,2,1,2,0,0.9210526315789473
2013-10-27,Djurgarden,Gefle,Djurgården,Gefle IF,1,1,1,1,0.9166666666666667
2013-10-26,Brommapojkarna,AIK,IF Brommapojkarna,AIK,0,6,0,3,0.9666666666666667
2013-10-20,Malmo FF,Brommapojkarna,Malmö FF,IF Brommapojkarna,2,1,1,0,0.9666666666666667
2013-10-20,Goteborg,Osters,IFK Göteborg,Östers IF,0,0,0,0,0.849624060150376
2013-10-20,Elfsborg,Hacken,IF Elfsborg,BK Häcken,0,0,0,0,0.873015873015873
2013-10-20,Atvidabergs,Helsingborg,Atvidabergs FF,Helsingborg,3,0,1,0,0.9583333333333333
2013-10-19,Gefle,Syrianska,Gefle IF,Syrianska FC,2,0,1,0,0.8666666666666667
2013-10-06,Syrianska,Elfsborg,Syrianska FC,IF Elfsborg,1,3,1,1,0.8944444444444444
2013-10-06,Osters,Gefle,Östers IF,Gefle IF,1,4,0,2,0.8452380952380952
2013-10-06,Helsingborg,Halmstad,Helsingborg,Halmstad,4,2,3,0,1.0
2013-10-06,Hacken,Malmo FF,BK Häcken,Malmö FF,2,0,1,0,0.9285714285714286
2013-10-06,Djurgarden,Goteborg,Djurgården,IFK Göteborg,2,1,0,1,0.9210526315789473
2013-10-05,Norrkoping,Kalmar,IFK Norrköping,Kalmar FF,0,1,0,1,0.8633540372670807
2013-10-05,Brommapojkarna,Atvidabergs,IF Brommapojkarna,Atvidabergs FF,0,0,0,0,0.925
2013-09-29,Kalmar,Goteborg,Kalmar FF,IFK Göteborg,2,1,0,0,0.849624060150376
2013-09-29,Halmstad,Djurgarden,Halmstad,Djurgården,1,4,0,1,1.0
2013-09-29,Elfsborg,Helsingborg,IF Elfsborg,Helsingborg,1,1,1,0,0.9444444444444444
2013-09-28,Syrianska,Brommapojkarna,Syrianska FC,IF Brommapojkarna,1,2,0,2,0.9166666666666667
2013-09-22,Norrkoping,Malmo FF,IFK Norrköping,Malmö FF,0,2,0,1,0.9347826086956521
2013-09-22,Mjallby,Elfsborg,Mjallby,IF Elfsborg,2,2,1,2,0.9444444444444444
2013-09-22,Helsingborg,Syrianska,Helsingborg,Syrianska FC,2,2,1,1,0.95
2013-09-22,Djurgarden,Atvidabergs,Djurgården,Atvidabergs FF,2,0,1,0,0.9583333333333333
2013-09-22,Brommapojkarna,Hacken,IF Brommapojkarna,BK Häcken,1,0,0,0,0.8952380952380952
2013-09-21,Kalmar,Gefle,Kalmar FF,Gefle IF,0,0,0,0,0.8452380952380952
2013-09-15,Syrianska,Mjallby,Syrianska FC,Mjallby,1,2,0,1,0.95
2013-09-15,Halmstad,Goteborg,Halmstad,IFK Göteborg,0,1,0,0,0.9210526315789473
2013-09-15,Hacken,Helsingborg,BK Häcken,Helsingborg,3,2,1,0,0.9285714285714286
2013-09-15,Elfsborg,Norrkoping,IF Elfsborg,IFK Norrköping,4,1,2,0,0.8792270531400965
2013-09-15,AIK,Kalmar,AIK,Kalmar FF,0,0,0,0,0.9285714285714286
2013-09-14,Gefle,Brommapojkarna,Gefle IF,IF Brommapojkarna,1,0,1,0,0.8833333333333333
2013-09-14,Atvidabergs,Osters,Atvidabergs FF,Östers IF,4,0,1,0,0.8869047619047619
2013-09-01,Osters,Malmo FF,Östers IF,Malmö FF,1,1,1,1,0.9285714285714286
2013-09-01,Norrkoping,Syrianska,IFK Norrköping,Syrianska FC,6,1,0,1,0.8847826086956522
2013-09-01,Mjallby,Hacken,Mjallby,BK Häcken,1,1,0,0,0.9285714285714286
2013-09-01,Kalmar,Halmstad,Kalmar FF,Halmstad,1,0,0,0,0.9285714285714286
2013-09-01,Goteborg,Atvidabergs,IFK Göteborg,Atvidabergs FF,3,0,1,0,0.8793859649122806
2013-09-01,Djurgarden,Elfsborg,Djurgården,IF Elfsborg,1,2,0,1,0.9444444444444444
2013-08-31,AIK,Gefle,AIK,Gefle IF,3,0,1,0,0.9166666666666667
2013-08-25,Malmo FF,Goteborg,Malmö FF,IFK Göteborg,3,1,2,1,0.9210526315789473
2013-08-25,Halmstad,AIK,Halmstad,AIK,1,0,1,0,1.0
2013-08-25,Gefle,Helsingborg,Gefle IF,Helsingborg,1,2,1,1,0.9166666666666667
2013-08-25,Elfsborg,Osters,IF Elfsborg,Östers IF,2,4,1,1,0.873015873015873
2013-08-18,Kalmar,Malmo FF,Kalmar FF,Malmö FF,1,4,0,1,0.9285714285714286
2013-08-18,Halmstad,Gefle,Halmstad,Gefle IF,2,2,1,1,0.9166666666666667
2013-08-18,Djurgarden,Hacken,Djurgården,BK Häcken,1,1,1,0,0.9285714285714286
2013-08-17,Norrkoping,Brommapojkarna,IFK Norrköping,IF Brommapojkarna,2,1,1,1,0.9014492753623189
2013-08-17,Goteborg,Elfsborg,IFK Göteborg,IF Elfsborg,3,1,0,0,0.8654970760233918
2013-08-11,Syrianska,Goteborg,Syrianska FC,IFK Göteborg,0,2,0,1,0.8710526315789473
2013-08-11,Malmo FF,AIK,Malmö FF,AIK,1,0,1,0,1.0
2013-08-11,Helsingborg,Norrkoping,Helsingborg,IFK Norrköping,0,0,0,0,0.9347826086956521
2013-08-11,Hacken,Osters,BK Häcken,Östers IF,0,2,0,1,0.8571428571428571
2013-08-11,Gefle,Mjallby,Gefle IF,Mjallby,2,1,1,1,0.9166666666666667
2013-08-10,Elfsborg,Kalmar,IF Elfsborg,Kalmar FF,1,0,0,0,0.873015873015873
2013-08-10,Brommapojkarna,Djurgarden,IF Brommapojkarna,Djurgården,3,0,2,0,0.9666666666666667
2013-08-10,Atvidabergs,Halmstad,Atvidabergs FF,Halmstad,0,1,0,0,0.9583333333333333
2013-08-04,Halmstad,Malmo FF,Halmstad,Malmö FF,1,3,1,2,1.0
2013-08-04,Goteborg,Hacken,IFK Göteborg,BK Häcken,3,1,2,1,0.849624060150376
2013-08-04,Atvidabergs,Gefle,Atvidabergs FF,Gefle IF,1,1,0,0,0.875
2013-08-03,Osters,Brommapojkarna,Östers IF,IF Brommapojkarna,0,0,0,0,0.8952380952380952
2013-08-03,Kalmar,Syrianska,Kalmar FF,Syrianska FC,1,0,0,0,0.8785714285714286
2013-08-03,AIK,Elfsborg,AIK,IF Elfsborg,2,1,1,0,0.9444444444444444
2013-07-27,Osters,Mjallby,Östers IF,Mjallby,1,1,1,1,0.9285714285714286
2013-07-27,Kalmar,Brommapojkarna,Kalmar FF,IF Brommapojkarna,2,2,1,1,0.8952380952380952
2013-07-27,Atvidabergs,Elfsborg,Atvidabergs FF,IF Elfsborg,1,1,1,0,0.9027777777777777
2013-07-21,Djurgarden,Norrkoping,Djurgården,IFK Norrköping,1,2,1,1,0.9347826086956521
2013-07-14,Syrianska,AIK,Syrianska FC,AIK,1,2,0,1,0.95
2013-07-14,Mjallby,Djurgarden,Mjallby,Djurgården,2,0,2,0,1.0
2013-07-14,Malmo FF,Atvidabergs,Malmö FF,Atvidabergs FF,4,0,1,0,0.9583333333333333
2013-07-14,Gefle,Norrkoping,Gefle IF,IFK Norrköping,2,2,1,1,0.8514492753623188
2013-07-13,Hacken,Kalmar,BK Häcken,Kalmar FF,0,1,0,0,0.8571428571428571
2013-07-13,Elfsborg,Halmstad,IF Elfsborg,Halmstad,2,2,0,2,0.9444444444444444
2013-07-13,Brommapojkarna,Goteborg,IF Brommapojkarna,IFK Göteborg,2,1,2,0,0.887719298245614
2013-07-07,Syrianska,Halmstad,Syrianska FC,Halmstad,1,2,1,1,0.95
2013-07-07,Malmo FF,Gefle,Malmö FF,Gefle IF,3,1,1,1,0.9166666666666667
2013-07-07,AIK,Hacken,AIK,BK Häcken,2,0,0,0,0.9285714285714286
2013-07-06,Mjallby,Osters,Mjallby,Östers IF,1,1,0,1,0.9285714285714286
2013-07-06,Elfsborg,Atvidabergs,IF Elfsborg,Atvidabergs FF,0,1,0,1,0.9027777777777777
2013-07-06,Brommapojkarna,Kalmar,IF Brommapojkarna,Kalmar FF,0,1,0,1,0.8952380952380952
2013-06-30,Elfsborg,Syrianska,IF Elfsborg,Syrianska FC,5,1,0,0,0.8944444444444444
2013-06-30,Djurgarden,Osters,Djurgården,Östers IF,2,0,1,0,0.9285714285714286
2013-06-23,Kalmar,Helsingborg,Kalmar FF,Helsingborg,1,1,1,0,0.9285714285714286
2013-06-23,Halmstad,Hacken,Halmstad,BK Häcken,0,2,0,1,0.9285714285714286
2013-06-23,Atvidabergs,Syrianska,Atvidabergs FF,Syrianska FC,1,0,0,0,0.9083333333333333
2013-06-15,Gefle,Osters,Gefle IF,Östers IF,0,0,0,0,0.8452380952380952
2013-06-01,Mjallby,Halmstad,Mjallby,Halmstad,5,1,1,1,1.0
2013-06-01,Helsingborg,Atvidabergs,Helsingborg,Atvidabergs FF,3,0,2,0,0.9583333333333333
2013-06-01,Hacken,Elfsborg,BK Häcken,IF Elfsborg,0,1,0,1,0.873015873015873
2013-06-01,Brommapojkarna,Malmo FF,IF Brommapojkarna,Malmö FF,1,3,0,1,0.9666666666666667
2013-05-19,Osters,AIK,Östers IF,AIK,2,3,1,2,0.9285714285714286
2013-05-19,Norrkoping,Atvidabergs,IFK Norrköping,Atvidabergs FF,2,1,1,1,0.8931159420289855
2013-05-19,Hacken,Gefle,BK Häcken,Gefle IF,2,2,1,1,0.8452380952380952
2013-05-19,Goteborg,Kalmar,IFK Göteborg,Kalmar FF,2,0,1,0,0.849624060150376
2013-05-19,Djurgarden,Halmstad,Djurgården,Halmstad,1,0,0,0,1.0
2013-05-18,Brommapojkarna,Syrianska,IF Brommapojkarna,Syrianska FC,1,1,0,1,0.9166666666666667
2013-05-12,Mjallby,Syrianska,Mjallby,Syrianska FC,4,1,3,0,0.95
2013-05-12,Kalmar,AIK,Kalmar FF,AIK,2,1,1,0,0.9285714285714286
2013-05-12,Djurgarden,Malmo FF,Djurgården,Malmö FF,3,2,1,2,1.0
2013-05-11,Goteborg,Halmstad,IFK Göteborg,Halmstad,1,0,1,0,0.9210526315789473
2013-05-05,Syrianska,Helsingborg,Syrianska FC,Helsingborg,0,1,0,0,0.95
2013-05-05,Halmstad,Osters,Halmstad,Östers IF,1,0,0,0,0.9285714285714286
2013-05-05,Elfsborg,Mjallby,IF Elfsborg,Mjallby,2,1,1,1,0.9444444444444444
2013-05-04,Atvidabergs,Djurgarden,Atvidabergs FF,Djurgården,5,1,2,0,0.9583333333333333
2013-04-28,Osters,Elfsborg,Östers IF,IF Elfsborg,1,3,1,1,0.873015873015873
2013-04-28,Mjallby,Brommapojkarna,Mjallby,IF Brommapojkarna,4,2,2,2,0.9666666666666667
2013-04-28,AIK,Halmstad,AIK,Halmstad,3,3,2,1,1.0
2013-04-27,Kalmar,Atvidabergs,Kalmar FF,Atvidabergs FF,0,0,0,0,0.8869047619047619
2013-04-27,Helsingborg,Gefle,Helsingborg,Gefle IF,5,1,2,1,0.9166666666666667
2013-04-27,Djurgarden,Syrianska,Djurgården,Syrianska FC,0,1,0,0,0.95
2013-04-21,Halmstad,Kalmar,Halmstad,Kalmar FF,1,2,1,0,0.9285714285714286
2013-04-21,Hacken,Mjallby,BK Häcken,Mjallby,2,0,0,0,0.9285714285714286
2013-04-21,Brommapojkarna,Helsingborg,IF Brommapojkarna,Helsingborg,0,2,0,1,0.9666666666666667
2013-04-21,Atvidabergs,Goteborg,Atvidabergs FF,IFK Göteborg,1,2,0,0,0.8793859649122806
2013-04-13,Syrianska,Osters,Syrianska FC,Östers IF,0,1,0,0,0.8785714285714286
2013-04-07,Kalmar,Hacken,Kalmar FF,BK Häcken,0,0,0,0,0.8571428571428571
2013-04-07,AIK,Syrianska,AIK,Syrianska FC,0,0,0,0,0.95
2013-03-31,Helsingborg,Djurgarden,Helsingborg,Djurgården,3,0,3,0,1.0
2012-11-17,Sundsvall,Halmstad,GIF Sundsvall,Halmstad,4,3,2,1,0.9285714285714286
2012-11-10,Halmstad,Sundsvall,Halmstad,GIF Sundsvall,3,0,0,0,0.9285714285714286
2012-11-04,Syrianska,Kalmar,Syrianska FC,Kalmar FF,3,0,0,0,0.8785714285714286
2012-11-04,Sundsvall,Hacken,GIF Sundsvall,BK Häcken,1,2,0,0,0.8571428571428571
2012-11-04,Orebro,GAIS,Orebro SK,GAIS,4,0,3,0,0.9285714285714286
2012-11-04,Norrkoping,Mjallby,IFK Norrköping,Mjallby,2,1,1,0,0.9347826086956521
2012-11-04,Goteborg,Djurgarden,IFK Göteborg,Djurgården,1,0,1,0,0.9210526315789473
2012-11-04,Gefle,Helsingborg,Gefle IF,Helsingborg,2,2,1,2,0.9166666666666667
2012-11-04,Elfsborg,Atvidabergs,IF Elfsborg,Atvidabergs FF,1,1,1,0,0.9027777777777777
2012-11-04,AIK,Malmo FF,AIK,Malmö FF,2,0,1,0,1.0
2012-10-28,Sundsvall,Norrkoping,GIF Sundsvall,IFK Norrköping,0,4,0,3,0.8633540372670807
2012-10-28,Orebro,Goteborg,Orebro SK,IFK Göteborg,1,0,1,0,0.849624060150376
2012-10-28,GAIS,Helsingborg,GAIS,Helsingborg,1,3,0,0,1.0
2012-10-28,AIK,Syrianska,AIK,Syrianska FC,1,1,0,1,0.95
2012-10-27,Hacken,Kalmar,BK Häcken,Kalmar FF,1,2,1,0,0.8571428571428571
2012-10-21,Norrkoping,Elfsborg,IFK Norrköping,IF Elfsborg,2,1,2,0,0.8792270531400965
2012-10-21,Kalmar,Malmo FF,Kalmar FF,Malmö FF,1,2,0,2,0.9285714285714286
2012-10-21,Helsingborg,Orebro,Helsingborg,Orebro SK,1,1,1,0,0.9285714285714286
2012-10-21,Goteborg,AIK,IFK Göteborg,AIK,0,1,0,1,0.9210526315789473
2012-10-20,Mjallby,Hacken,Mjallby,BK Häcken,1,2,1,2,0.9285714285714286
2012-10-20,Gefle,Atvidabergs,Gefle IF,Atvidabergs FF,1,2,0,1,0.875
2012-10-07,Orebro,Sundsvall,Orebro SK,GIF Sundsvall,2,2,1,2,0.8571428571428571
2012-10-07,Mjallby,Helsingborg,Mjallby,Helsingborg,0,2,0,0,1.0
2012-10-07,Kalmar,Djurgarden,Kalmar FF,Djurgården,2,2,2,1,0.9285714285714286
2012-10-07,GAIS,Elfsborg,GAIS,IF Elfsborg,1,2,0,1,0.9444444444444444
2012-10-07,AIK,Gefle,AIK,Gefle IF,0,1,0,0,0.9166666666666667
2012-10-06,Hacken,Syrianska,BK Häcken,Syrianska FC,5,1,2,0,0.8785714285714286
2012-10-06,Atvidabergs,Goteborg,Atvidabergs FF,IFK Göteborg,1,2,1,1,0.8793859649122806
2012-09-30,Sundsvall,AIK,GIF Sundsvall,AIK,2,3,1,1,0.9285714285714286
2012-09-30,Helsingborg,Atvidabergs,Helsingborg,Atvidabergs FF,3,0,1,0,0.9583333333333333
2012-09-30,Gefle,Kalmar,Gefle IF,Kalmar FF,0,0,0,0,0.8452380952380952
2012-09-30,Elfsborg,Orebro,IF Elfsborg,Orebro SK,1,0,0,0,0.873015873015873
2012-09-23,Norrkoping,AIK,IFK Norrköping,AIK,2,2,0,1,0.9347826086956521
2012-09-23,Kalmar,Atvidabergs,Kalmar FF,Atvidabergs FF,2,0,1,0,0.8869047619047619
2012-09-23,Gefle,Mjallby,Gefle IF,Mjallby,1,0,1,0,0.9166666666666667
2012-09-23,Elfsborg,Sundsvall,IF Elfsborg,GIF Sundsvall,0,0,0,0,0.873015873015873
2012-09-22,Syrianska,Orebro,Syrianska FC,Orebro SK,2,2,0,1,0.8785714285714286
2012-09-16,Goteborg,Elfsborg,IFK Göteborg,IF Elfsborg,2,1,1,1,0.8654970760233918
2012-09-16,Djurgarden,AIK,Djurgården,AIK,0,3,0,0,1.0
2012-09-15,Mjallby,GAIS,Mjallby,GAIS,4,0,2,0,1.0
2012-09-15,Helsingborg,Sundsvall,Helsingborg,GIF Sundsvall,4,0,0,0,0.9285714285714286
2012-09-02,Sundsvall,Goteborg,GIF Sundsvall,IFK Göteborg,3,3,2,0,0.849624060150376
2012-09-02,Norrkoping,Gefle,IFK Norrköping,Gefle IF,0,1,0,0,0.8514492753623188
2012-09-02,GAIS,Kalmar,GAIS,Kalmar FF,1,2,0,1,0.9285714285714286
2012-09-02,Elfsborg,Syrianska,IF Elfsborg,Syrianska FC,1,0,1,0,0.8944444444444444
2012-09-02,AIK,Helsingborg,AIK,Helsingborg,2,1,0,1,1.0
2012-09-01,Malmo FF,Mjallby,Malmö FF,Mjallby,1,1,1,0,1.0
2012-08-26,Kalmar,Goteborg,Kalmar FF,IFK Göteborg,3,0,1,0,0.849624060150376
2012-08-26,Hacken,Elfsborg,BK Häcken,IF Elfsborg,4,2,0,1,0.873015873015873
2012-08-26,GAIS,AIK,GAIS,AIK,0,1,0,0,1.0
2012-08-25,Djurgarden,Helsingborg,Djurgården,Helsingborg,3,1,2,1,1.0
2012-08-18,Elfsborg,Helsingborg,IF Elfsborg,Helsingborg,2,1,0,1,0.9444444444444444
2012-08-12,Norrkoping,Hacken,IFK Norrköping,BK Häcken,1,2,0,1,0.8633540372670807
2012-08-12,Helsingborg,Kalmar,Helsingborg,Kalmar FF,7,2,4,1,0.9285714285714286
2012-08-12,Goteborg,Mjallby,IFK Göteborg,Mjallby,4,2,1,1,0.9210526315789473
2012-08-12,Elfsborg,Malmo FF,IF Elfsborg,Malmö FF,4,1,1,0,0.9444444444444444
2012-08-12,AIK,Orebro,AIK,Orebro SK,3,0,1,0,0.9285714285714286
2012-08-11,Sundsvall,GAIS,GIF Sundsvall,GAIS,2,0,1,0,0.9285714285714286
2012-08-05,Malmo FF,Hacken,Malmö FF,BK Häcken,0,0,0,0,0.9285714285714286
2012-08-04,Syrianska,Gefle,Syrianska FC,Gefle IF,1,0,1,0,0.8666666666666667
2012-08-04,GAIS,Atvidabergs,GAIS,Atvidabergs FF,2,2,0,1,0.9583333333333333
2012-07-29,Mjallby,AIK,Mjallby,AIK,0,1,0,0,1.0
2012-07-28,Helsingborg,Norrkoping,Helsingborg,IFK Norrköping,1,2,0,2,0.9347826086956521
2012-07-28,Gefle,Malmo FF,Gefle IF,Malmö FF,0,2,0,2,0.9166666666666667
2012-07-22,Elfsborg,Kalmar,IF Elfsborg,Kalmar FF,3,0,2,0,0.873015873015873
2012-07-21,Syrianska,Helsingborg,Syrianska FC,Helsingborg,1,3,0,2,0.95
2012-07-21,Sundsvall,Mjallby,GIF Sundsvall,Mjallby,3,1,2,1,0.9285714285714286
2012-07-21,Gefle,Goteborg,Gefle IF,IFK Göteborg,5,0,1,0,0.8377192982456141
2012-07-15,Orebro,Hacken,Orebro SK,BK Häcken,1,2,0,0,0.8571428571428571
2012-07-14,Mjallby,Sundsvall,Mjallby,GIF Sundsvall,1,0,0,0,0.9285714285714286
2012-07-14,Helsingborg,Syrianska,Helsingborg,Syrianska FC,1,0,0,0,0.95
2012-07-14,Goteborg,Gefle,IFK Göteborg,Gefle IF,1,1,1,0,0.8377192982456141
2012-07-14,Atvidabergs,AIK,Atvidabergs FF,AIK,2,0,0,0,0.9583333333333333
2012-07-09,Orebro,Malmo FF,IFK Norrköping,Kalmar FF,2,1,0,1,0.5438596491228069
2012-07-08,Gefle,GAIS,Gefle IF,GAIS,0,0,0,0,0.9166666666666667
2012-07-08,AIK,Hacken,AIK,BK Häcken,3,1,2,1,0.9285714285714286
2012-07-07,Syrianska,Djurgarden,Syrianska FC,Djurgården,1,1,1,0,0.95
2012-07-07,Sundsvall,Atvidabergs,GIF Sundsvall,Atvidabergs FF,3,3,2,2,0.8869047619047619
2012-06-30,Mjallby,Norrkoping,Mjallby,IFK Norrköping,0,2,0,1,0.9347826086956521
2012-06-30,Kalmar,Syrianska,Kalmar FF,Syrianska FC,3,0,2,0,0.8785714285714286
2012-06-30,Hacken,Sundsvall,BK Häcken,GIF Sundsvall,1,2,0,2,0.8571428571428571
2012-06-30,Atvidabergs,Elfsborg,Atvidabergs FF,IF Elfsborg,5,1,2,0,0.9027777777777777
2012-05-20,Orebro,Syrianska,Orebro SK,Syrianska FC,0,1,0,0,0.8785714285714286
2012-05-20,Mjallby,Gefle,Mjallby,Gefle IF,0,0,0,0,0.9166666666666667
2012-05-20,Hacken,Djurgarden,BK Häcken,Djurgården,1,1,0,0,0.9285714285714286
2012-05-20,Atvidabergs,Kalmar,Atvidabergs FF,Kalmar FF,3,0,2,0,0.8869047619047619
2012-05-20,AIK,Norrkoping,AIK,IFK Norrköping,5,2,3,2,0.9347826086956521
2012-05-17,Mjallby,Goteborg,Mjallby,IFK Göteborg,1,1,1,0,0.9210526315789473
2012-05-17,Malmo FF,Elfsborg,Malmö FF,IF Elfsborg,1,0,0,0,0.9444444444444444
2012-05-17,GAIS,Sundsvall,GAIS,GIF Sundsvall,1,2,1,2,0.9285714285714286
2012-05-17,Djurgarden,Gefle,Djurgården,Gefle IF,1,1,1,1,0.9166666666666667
2012-05-13,Norrkoping,Orebro,IFK Norrköping,Orebro SK,3,0,2,0,0.8633540372670807
2012-05-13,Helsingborg,Hacken,Helsingborg,BK Häcken,3,2,2,1,0.9285714285714286
2012-05-13,Elfsborg,AIK,IF Elfsborg,AIK,1,0,0,0,0.9444444444444444
2012-05-12,Kalmar,Mjallby,Kalmar FF,Mjallby,1,2,1,2,0.9285714285714286
2012-05-12,Djurgarden,Atvidabergs,Djurgården,Atvidabergs FF,1,1,0,0,0.9583333333333333
2012-05-06,Norrkoping,Syrianska,IFK Norrköping,Syrianska FC,1,4,0,1,0.8847826086956522
2012-05-06,Malmo FF,Atvidabergs,Malmö FF,Atvidabergs FF,2,1,0,0,0.9583333333333333
2012-05-05,Sundsvall,Helsingborg,GIF Sundsvall,Helsingborg,0,1,0,0,0.9285714285714286
2012-04-29,Sundsvall,Orebro,GIF Sundsvall,Orebro SK,3,1,1,1,0.8571428571428571
2012-04-29,Norrkoping,Malmo FF,IFK Norrköping,Malmö FF,3,2,1,0,0.9347826086956521
2012-04-29,Djurgarden,Kalmar,Djurgården,Kalmar FF,1,1,1,1,0.9285714285714286
2012-04-28,Syrianska,Hacken,Syrianska FC,BK Häcken,1,2,0,1,0.8785714285714286
2012-04-28,Goteborg,Atvidabergs,IFK Göteborg,Atvidabergs FF,2,1,2,0,0.8793859649122806
2012-04-22,AIK,Sundsvall,AIK,GIF Sundsvall,1,1,1,0,0.9285714285714286
2012-04-21,Kalmar,Gefle,Kalmar FF,Gefle IF,0,1,0,0,0.8452380952380952
2012-04-21,Atvidabergs,Helsingborg,Atvidabergs FF,Helsingborg,1,2,0,0,0.9583333333333333
2012-04-15,Syrianska,AIK,Syrianska FC,AIK,0,1,0,0,0.95
2012-04-15,Mjallby,Atvidabergs,Mjallby,Atvidabergs FF,2,0,0,0,0.9583333333333333
2012-04-15,Goteborg,Orebro,IFK Göteborg,Orebro SK,2,2,1,0,0.849624060150376
2012-04-09,Goteborg,Norrkoping,IFK Göteborg,IFK Norrköping,1,2,0,0,0.8558352402745995
2012-04-08,Helsingborg,Elfsborg,Helsingborg,IF Elfsborg,2,1,1,1,0.9444444444444444
2012-04-08,Djurgarden,Sundsvall,Djurgården,GIF Sundsvall,1,0,1,0,0.9285714285714286
2012-04-07,Mjallby,Orebro,Mjallby,Orebro SK,0,0,0,0,0.9285714285714286
2012-04-07,Hacken,Malmo FF,BK Häcken,Malmö FF,5,0,3,0,0.9285714285714286
2012-04-06,Gefle,Syrianska,Gefle IF,Syrianska FC,1,1,1,0,0.8666666666666667
2012-04-06,Atvidabergs,GAIS,Atvidabergs FF,GAIS,2,1,0,0,0.9583333333333333
2012-04-01,Syrianska,Goteborg,Syrianska FC,IFK Göteborg,2,1,0,1,0.8710526315789473
2012-04-01,AIK,Mjallby,AIK,Mjallby,0,0,0,0,1.0
2012-03-31,Sundsvall,Kalmar,GIF Sundsvall,Kalmar FF,0,1,0,0,0.8571428571428571
2012-03-31,GAIS,Hacken,GAIS,BK Häcken,0,0,0,0,0.9285714285714286
2012-03-31,Elfsborg,Djurgarden,IF Elfsborg,Djurgården,2,1,2,0,0.9444444444444444
